local_index,gene_symbol,ensembl_id,global_index,output_index
2125,CENPC,,8344,8344
2126,UBA6,,490,490
2127,UBA6-AS1,,18660,-1
2128,YTHDC1,,1564,1564
2129,AMTN,,15292,15292
2130,UTP3,,6345,6345
2131,RUFY3,,367,367
2132,GRSF1,,6341,6341
2133,MOB1B,,12924,12924
2134,DCK,,9557,9557
2135,SLC4A4,,1450,1450
2136,COX18,,10629,10629
2137,ANKRD17,,6344,6344
2138,CXCL8,,12063,12063
2139,MTHFD2L,,10668,10668
2140,RCHY1,,10670,10670
2141,THAP6,,13122,13122
2142,G3BP2,,7438,7438
2143,USO1,,7444,7444
2144,SDAD1,,16234,16234
2145,NUP54,,7435,7435
2146,SCARB2,,7441,7441
2147,STBD1,,4692,4692
2148,SHROOM3,,7446,7446
2149,SEPTIN11,,7439,7439
2150,CCNI,,4693,4693
2151,CCNG2,,7442,7442
2152,CNOT6L,,7443,7443
2153,MRPL1,,18661,-1
2154,ANXA3,,7447,7447
2155,BMP2K,,7437,7437
2156,PAQR3,,10526,10526
2157,ANTXR2,,10529,10529
2158,PRDM8,,9212,9212
2159,FGF5,,7421,7421
2160,HNRNPD,,7417,7417
2161,HNRNPDL,,9214,9214
2162,ENOPH1,,8353,8353
2163,SCD5,,8351,8351
2164,SEC31A,,7420,7420
2165,THAP9-AS1,,18663,-1
2166,LIN54,,15625,15625
2167,COPS4,,7416,7416
2168,COQ2,,12838,12838
2169,HELQ,,10530,10530
2170,MRPS18C,,18664,-1
2171,ABRAXAS1,,10532,10532
2172,GPAT3,,7422,7422
2173,WDFY3,,10628,10628
2174,ARHGAP24,,7407,7407
2175,PTPN13,,10630,10630
2176,AFF1,,12733,12733
2177,KLHL8,,8357,8357
2178,HSD17B11,,16214,16214
2179,NUDT9,,12294,12294
2180,SPP1,,4691,4691
2181,PKD2,,4689,4689
2182,PPM1K,,10640,10640
2183,PYURF,,8359,8359
2184,HERC3,,7409,7409
2185,FAM13A,,7408,7408
2186,SNCA,,8358,8358
2187,SMARCAD1,,10478,10478
2188,PDLIM5,,10480,10480
2189,RAP1GDS1,,7428,7428
2190,TSPAN5,,11918,11918
2191,EIF4E,,9014,9014
2192,METAP1,,18665,-1
2193,ADH5,,16130,16130
2194,LAMTOR3,,3535,3535
2195,DNAJB14,,10752,10752
2196,H2AFZ,,10753,10753
2197,PPP3CA,,7460,7460
2198,SLC39A8,,7461,7461
2199,NFKB1,,3537,3537
2200,UBE2D3,,3540,3540
2201,CISD2,,8362,8362
2202,SLC9B2,,10756,10756
2203,BDH2,,10757,10757
2204,CENPE,,7449,7449
2205,TET2,,11913,11913
2206,PPA2,,7448,7448
2207,INTS12,,7451,7451
2208,GSTCD,,7450,7450
2209,TBCK,,8360,8360
2210,AIMP1,,10750,10750
2211,PAPSS1,,7457,7457
2212,SGMS2,,10751,10751
2213,CYP2U1,,9446,9446
2214,HADH,,7455,7455
2215,RPL34,,18666,-1
2216,OSTC,,16410,16410
2217,SEC24B,,7458,7458
2218,MCUB,,74,74
2219,CASP6,,7453,7453
2220,PLA2G12A,,5242,5242
2221,GAR1,,3555,3555
2222,ELOVL6,,12298,12298
2223,AP1AR,,7415,7415
2224,TIFA,,8365,8365
2225,ZGRF1,,7414,7414
2226,LARP7,,13110,13110
2227,CAMK2D,,8361,8361
2228,ARSJ,,14032,14032
2229,SNHG8,,18667,-1
2230,PRSS12,,10788,10788
2231,METTL14,,8369,8369
2232,SEC24D,,8979,8979
2233,USP53,,8370,8370
2234,C4orf3,,10787,10787
2235,PDE5A,,7431,7431
2236,MAD2L1,,10793,10793
2237,ANXA5,,10794,10794
2238,EXOSC9,,5241,5241
2239,CCNA2,,8368,8368
2240,BBS7,,7425,7425
2241,KIAA1109,,7426,7426
2242,FGF2,,7424,7424
2243,NUDT6,,18668,-1
2244,SPATA5,,8366,8366
2245,ANKRD50,,9038,9038
2246,FAT4,,15677,15677
2247,INTU,,10770,10770
2248,HSPA4L,,10772,10772
2249,PLK4,,7967,7967
2250,MFSD8,,10773,10773
2251,LARP1B,,7429,7429
2252,PGRMC2,,10758,10758
2253,JADE1,,1352,1352
2254,SCLT1,,9041,9041
2255,C4orf33,,9043,9043
2256,PCDH10,,7412,7412
2257,SLC7A11,,8987,8987
2258,ELF2,,3542,3542
2259,NDUFC1,,3543,3543
2260,NAA15,,10808,10808
2261,SETD7,,8371,8371
2262,MGST2,,1623,1623
2263,SCOC,,9250,9250
2264,CLGN,,9251,9251
2265,ELMOD2,,13847,13847
2266,TBC1D9,,3545,3545
2267,ZNF330,,3546,3546
2268,INPP4B,,3547,3547
2269,USP38,,12214,12214
2270,SMARCA5,,9253,9253
2271,HHIP-AS1,,19218,-1
2272,HHIP,,10812,10812
2273,ANAPC10,,10813,10813
2274,ABCE1,,10814,10814
2275,OTUD4,,10815,10815
2276,SMAD1,,12253,12253
2277,ZNF827,,9060,9060
2278,LSM6,,10816,10816
2279,TMEM184C,,10817,10817
2280,ARHGAP10,,1112,1112
2281,LRBA,,16301,16301
2282,MAB21L2,,14130,14130
2283,RPS3A,,18670,-1
2284,SH3D19,,3571,3571
2285,GATB,,780,780
2286,FBXW7,,3566,3566
2287,ARFIP1,,10811,10811
2288,TRIM2,,3564,3564
2289,MND1,,4978,4978
2290,TMEM131L,,4977,4977
2291,PLRG1,,12531,12531
2292,MAP9,,10797,10797
2293,PDGFC,,8376,8376
2294,GLRB,,3575,3575
2295,C4orf46,,16795,16795
2296,ETFDH,,12517,12517
2297,PPID,,12514,12514
2298,FNIP2,,684,684
2299,RAPGEF2,,3577,3577
2300,NAF1,,8372,8372
2301,TMA16,,16276,16276
2302,TMEM192,,12196,12196
2303,MSMO1,,685,685
2304,CPE,,3551,3551
2305,ANXA10,,3553,3553
2306,DDX60L,,14112,14112
2307,PALLD,,5886,5886
2308,CBR4,,8377,8377
2309,SH3RF1,,9387,9387
2310,NEK1,,7215,7215
2311,CLCN3,,3557,3557
2312,HPF1,,738,738
2313,GALNT7,,3559,3559
2314,HMGB2,,10790,10790
2315,SAP30,,10791,10791
2316,FBXO8,,10799,10799
2317,CEP44,,10800,10800
2318,SPCS3,,5887,5887
2319,VEGFC,,8951,8951
2320,NEIL3,,3567,3567
2321,AGA,,530,530
2322,TENM3,,17258,17258
2323,DCTD,,5895,5895
2324,WWC2,,9080,9080
2325,CDKN2AIP,,11876,11876
2326,ING2,,11875,11875
2327,RWDD4,,14299,14299
2328,TRAPPC11,,11871,11871
2329,IRF2,,11822,11822
2330,CASP3,,10860,10860
2331,PRIMPOL,,10861,10861
2332,CENPU,,9081,9081
2333,ACSL1,,9082,9082
2334,SLC25A4,,9083,9083
2335,CFAP97,,10866,10866
2336,SNX25,,3579,3579
2337,ANKRD37,,15059,15059
2338,UFSP2,,3581,3581
2339,SORBS2,,9399,9399
2340,FAT1,,1563,1563
2341,FRG1,,3556,3556
2342,CCDC127,,10882,10882
2343,SDHA,,1190,1190
2344,PDCD6,,17841,17841
2345,EXOC3-AS1,,18671,-1
2346,EXOC3,,13946,13946
2347,BRD9,,459,459
2348,TRIP13,,1118,1118
2349,CLPTM1L,,649,649
2350,LPCAT1,,9280,9280
2351,MRPL36,,18672,-1
2352,NDUFS6,,8381,8381
2353,ICE1,,18673,-1
2354,MED10,,6497,6497
2355,NSUN2,,524,524
2356,SRD5A1,,8386,8386
2357,TENT4A,,3990,3990
2358,MTRR,,5317,5317
2359,MIR4458HG,,18674,-1
2360,SEMA5A,,3988,3988
2361,SNHG18,,19219,-1
2362,ATPSCKMT,,8964,8964
2363,CCT5,,8963,8963
2364,CMBL,,10838,10838
2365,MARCH6,,8382,8382
2366,DAP,,3993,3993
2367,TRIO,,536,536
2368,OTULIN,,9347,9347
2369,ZNF622,,12925,12925
2370,RETREG1,,9354,9354
2371,MYO10,,8387,8387
2372,BASP1,,13448,13448
2373,CDH10,,556,556
2374,CDH6,,4038,4038
2375,DROSHA,,4037,4037
2376,C5orf22,,1516,1516
2377,GOLPH3,,4041,4041
2378,MTMR12,,8960,8960
2379,ZFR,,739,739
2380,SUB1,,4042,4042
2381,TARS,,4046,4046
2382,ADAMTS12,,9032,9032
2383,AMACR,,17701,17701
2384,RAI14,,546,546
2385,RAD1,,4050,4050
2386,BRIX1,,4051,4051
2387,DNAJC21,,11905,11905
2388,IL7R,,11900,11900
2389,SKP2,,8389,8389
2390,NADK2,,9193,9193
2391,NIPBL,,10829,10829
2392,CPLANE1,,16058,16058
2393,NUP155,,4062,4062
2394,WDR70,,1508,1508
2395,OSMR,,8390,8390
2396,RICTOR,,10869,10869
2397,DAB2,,9244,9244
2398,TTC33,,4074,4074
2399,PRKAA1,,6321,6321
2400,RPL37,,18677,-1
2401,CARD6,,6322,6322
2402,OXCT1,,1552,1552
2403,C5orf51,,16865,16865
2404,CCDC152,,16415,16415
2405,AC025171.1,,18679,-1
2406,ZNF131,,12677,12677
2407,HMGCS1,,3992,3992
2408,TMEM267,,9100,9100
2409,PAIP1,,12672,12672
2410,NNT-AS1,,18681,-1
2411,NNT,,3997,3997
2412,MRPS30,,18682,-1
2413,EMB,,12308,12308
2414,PARP8,,9102,9102
2415,PELO,,9200,9200
2416,ITGA1,,17092,17092
2417,ITGA2,,10819,10819
2418,MOCS2,,10820,10820
2419,FST,,6629,6629
2420,NDUFS4,,10845,10845
2421,SNX18,,13784,13784
2422,ESM1,,10849,10849
2423,GPX8,,10854,10854
2424,CCNO,,9196,9196
2425,DHX29,,978,978
2426,MTREX,,541,541
2427,PLPP1,,969,969
2428,IL6ST,,6628,6628
2429,SETD9,,9491,9491
2430,GPBP1,,815,815
2431,PLK2,,8392,8392
2432,DEPDC1B,,506,506
2433,ERCC8,,636,636
2434,NDUFAF2,,10825,10825
2435,SMIM15,,15503,15503
2436,LINC02057,,19220,-1
2437,ZSWIM6,,6042,6042
2438,KIF2A,,1023,1023
2439,DIMT1,,1635,1635
2440,IPO11,,1636,1636
2441,SREK1IP1,,9234,9234
2442,CWC27,,9236,9236
2443,ADAMTS6,,637,637
2444,CENPK,,5183,5183
2445,PPWD1,,4067,4067
2446,TRIM23,,4069,4069
2447,TRAPPC13,,4070,4070
2448,SGTB,,16118,16118
2449,NLN,,5182,5182
2450,ERBIN,,3982,3982
2451,SREK1,,18683,-1
2452,MAST4,,1034,1034
2453,PIK3R1,,8395,8395
2454,SLC30A5,,8410,8410
2455,CCNB1,,6568,6568
2456,CENPH,,9238,9238
2457,MRPS36,,18684,-1
2458,CDK7,,6569,6569
2459,CCDC125,,14447,14447
2460,AK6,,1597,1597
2461,TAF9,,18254,18254
2462,RAD17,,9225,9225
2463,GTF2H2,,8409,8409
2464,BDP1,,8408,8408
2465,MCCC2,,6261,6261
2466,MAP1B,,6241,6241
2467,MRPS27,,18685,-1
2468,PTCD2,,654,654
2469,TNPO1,,1544,1544
2470,FCHO2,,9669,9669
2471,FOXD1,,17877,17877
2472,BTF3,,8411,8411
2473,ANKRA2,,10872,10872
2474,UTP15,,10875,10875
2475,ARHGEF28,,17186,17186
2476,ENC1,,12542,12542
2477,HEXB,,653,653
2478,GFM2,,10879,10879
2479,NSA2,,10878,10878
2480,HMGCR,,4009,4009
2481,CERT1,,4010,4010
2482,POLK,,5053,5053
2483,POC5,,9155,9155
2484,F2RL2,,10835,10835
2485,F2R,,14088,14088
2486,AGGF1,,10842,10842
2487,ZBED3,,6417,6417
2488,WDR41,,10843,10843
2489,TBCA,,18686,-1
2490,AP3B1,,6416,6416
2491,SCAMP1,,1600,1600
2492,LHFPL2,,8397,8397
2493,BHMT2,,6415,6415
2494,JMY,,9161,9161
2495,TENT2,,10870,10870
2496,MTX3,,13486,13486
2497,SERINC5,,10857,10857
2498,ZFYVE16,,543,543
2499,AC008771.1,,19221,-1
2500,DHFR,,17431,17431
2501,MSH3,,4032,4032
2502,ZCCHC9,,6245,6245
2503,ATG10,,9154,9154
2504,RPS23,,18688,-1
2505,TMEM167A,,13106,13106
2506,XRCC4,,9163,9163
2507,VCAN,,537,537
2508,EDIL3,,10822,10822
2509,AC113383.1,,19222,-1
2510,COX7C,,5686,5686
2511,RASA1,,8403,8403
2512,CCNH,,6647,6647
2513,TMEM161B,,10823,10823
2514,TMEM161B-AS1,,18689,-1
2515,CETN3,,9252,9252
2516,POLR3G,,4036,4036
2517,LYSMD3,,13325,13325
2518,LUCAT1,,19223,-1
2519,ARRDC3,,4040,4040
2520,NR2F1-AS1,,19224,-1
2521,NR2F1,,13287,13287
2522,FAM172A,,4044,4044
2523,SLF1,,6487,6487
2524,MCTP1,,13246,13246
2525,TTC37,,16321,16321
2526,ARSK,,10852,10852
2527,RHOBTB3,,10853,10853
2528,GLRX,,12864,12864
2529,ELL2,,4708,4708
2530,CAST,,9249,9249
2531,ERAP1,,10862,10862
2532,LNPEP,,4048,4048
2533,RIOK2,,772,772
2534,RGMB,,13024,13024
2535,CHD1,,9320,9320
2536,FAM174A,,13023,13023
2537,PAM,,8407,8407
2538,PPIP5K2,,8406,8406
2539,C5orf30,,14157,14157
2540,NUDT12,,3985,3985
2541,FBXL17,,8412,8412
2542,FER,,9036,9036
2543,PJA2,,16464,16464
2544,MAN2A1,,3987,3987
2545,SLC25A46,,10832,10832
2546,TSLP,,8414,8414
2547,WDR36,,6729,6729
2548,CAMK4,,9178,9178
2549,NREP,,6728,6728
2550,EPB41L4A-AS1,,18690,-1
2551,APC,,6727,6727
2552,SRP19,,9237,9237
2553,REEP5,,5944,5944
2554,DCP2,,12788,12788
2555,MCC,,12492,12492
2556,YTHDC2,,599,599
2557,PGGT1B,,10834,10834
2558,CCDC112,,10836,10836
2559,FEM1C,,8416,8416
2560,TICAM2,,17737,17737
2561,TMED7,,6726,6726
2562,ATG12,,8418,8418
2563,AP3S1,,13621,13621
2564,COMMD10,,8417,8417
2565,DMXL1,,12800,12800
2566,TNFAIP8,,8415,8415
2567,HSD17B4,,6540,6540
2568,PRR16,,14730,14730
2569,SRFBP1,,9018,9018
2570,LOX,,4002,4002
2571,SNX2,,16807,16807
2572,SNX24,,864,864
2573,PPIC,,11958,11958
2574,CSNK1G3,,9017,9017
2575,GRAMD2B,,9474,9474
2576,ALDH7A1,,11007,11007
2577,PHAX,,11006,11006
2578,LMNB1,,4039,4039
2579,MARCH3,,12995,12995
2580,PRRC1,,10840,10840
2581,LINC01184,,18691,-1
2582,SLC12A2,,863,863
2583,FBN2,,7463,7463
2584,ISOC1,,950,950
2585,HINT1,,12089,12089
2586,LYRM7,,15122,15122
2587,CDC42SE2,,9887,9887
2588,RAPGEF6,,9888,9888
2589,FNIP1,,17252,17252
2590,P4HA2,,1160,1160
2591,PDLIM4,,6211,6211
2592,IRF1,,5434,5434
2593,RAD50,,4056,4056
2594,KIF3A,,6212,6212
2595,SEPTIN8,,10888,10888
2596,UQCRQ,,10891,10891
2597,AFF4,,1150,1150
2598,ZCCHC10,,9475,9475
2599,HSPA4,,12315,12315
2600,C5orf15,,4066,4066
2601,VDAC1,,17049,17049
2602,TCF7,,1479,1479
2603,SKP1,,4061,4061
2604,PPP2CA,,4063,4063
2605,UBE2B,,4714,4714
2606,CDKN2AIPNL,,17586,17586
2607,JADE2,,580,580
2608,SAR1B,,9202,9202
2609,SEC24A,,4072,4072
2610,CAMLG,,10933,10933
2611,DDX46,,8426,8426
2612,C5orf24,,14185,14185
2613,TXNDC15,,4073,4073
2614,PCBD2,,6363,6363
2615,H2AFY,,4077,4077
2616,TGFBI,,4923,4923
2617,SMAD5,,4080,4080
2618,SPOCK1,,9156,9156
2619,HNRNPA0,,13609,13609
2620,FAM13B,,475,475
2621,BRD8,,3995,3995
2622,KIF20A,,3996,3996
2623,CDC23,,1948,1948
2624,CDC25C,,9810,9810
2625,FAM53C,,4924,4924
2626,KDM3B,,4928,4928
2627,EGR1,,4929,4929
2628,ETF1,,4922,4922
2629,HSPA9,,3998,3998
2630,CTNNA1,,587,587
2631,SIL1,,4925,4925
2632,SNHG4,,18693,-1
2633,PAIP2,,4926,4926
2634,DNAJC18,,12280,12280
2635,TMEM173,,14691,14691
2636,UBE2D2,,6228,6228
2637,CXXC5,,12537,12537
2638,PURA,,14801,14801
2639,CYSTM1,,4873,4873
2640,PFDN1,,3999,3999
2641,HBEGF,,4000,4000
2642,ANKHD1,,6225,6225
2643,SRA1,,17044,17044
2644,SLC35A4,,13336,13336
2645,NDUFA2,,6224,6224
2646,IK,,4008,4008
2647,WDR55,,4874,4874
2648,HARS,,12275,12275
2649,HARS2,,3984,3984
2650,ZMAT2,,8455,8455
2651,TAF7,,13764,13764
2652,DIAPH1,,6226,6226
2653,HDAC3,,12556,12556
2654,DELE1,,1497,1497
2655,RNF14,,330,330
2656,GNPDA1,,4059,4059
2657,NDFIP1,,6227,6227
2658,FGF1,,4064,4064
2659,ARHGAP26,,8422,8422
2660,NR3C1,,4065,4065
2661,YIPF5,,8421,8421
2662,PRELID2,,15051,15051
2663,SH3RF2,,9595,9595
2664,LARS,,6526,6526
2665,RBM27,,1849,1849
2666,TCERG1,,4078,4078
2667,DPYSL3,,4079,4079
2668,C5orf46,,13748,13748
2669,FBXO38,,8433,8433
2670,ADRB2,,12032,12032
2671,ABLIM3,,12859,12859
2672,GRPEL2,,10850,10850
2673,CSNK1A1,,4081,4081
2674,SLC26A2,,9518,9518
2675,HMGXB3,,4082,4082
2676,PDGFRB,,4084,4084
2677,TCOF1,,1099,1099
2678,RPS14,,18695,-1
2679,NDST1,,1089,1089
2680,SYNPO,,12624,12624
2681,RBM22,,1647,1647
2682,DCTN4,,6427,6427
2683,SMIM3,,17984,17984
2684,TNIP1,,8437,8437
2685,ANXA6,,15916,15916
2686,SPARC,,4007,4007
2687,ATOX1,,13571,13571
2688,G3BP1,,18696,-1
2689,FAM114A2,,726,726
2690,GALNT10,,10922,10922
2691,SAP30L,,10923,10923
2692,LARP1,,9487,9487
2693,CNOT8,,9488,9488
2694,GEMIN5,,1526,1526
2695,MRPL22,,18697,-1
2696,MED7,,9520,9520
2697,CYFIP2,,727,727
2698,ADAM19,,6743,6743
2699,THG1L,,4024,4024
2700,CLINT1,,4026,4026
2701,RNF145,,8429,8429
2702,UBLCP1,,10873,10873
2703,TTC1,,4031,4031
2704,PWWP2A,,12221,12221
2705,SLU7,,10930,10930
2706,PTTG1,,10932,10932
2707,CCNG1,,4035,4035
2708,NUDCD2,,12312,12312
2709,HMMR,,1157,1157
2710,MAT2B,,533,533
2711,WWC1,,4076,4076
2712,RARS,,4075,4075
2713,PANK3,,4850,4850
2714,SLIT3,,14640,14640
2715,SPDL1,,550,550
2716,INSYN2B,,16721,16721
2717,NPM1,,18698,-1
2718,FBXW11,,1166,1166
2719,STK10,,1165,1165
2720,UBTD2,,11799,11799
2721,DUSP1,,4849,4849
2722,ERGIC1,,4083,4083
2723,RPL26L1,,18699,-1
2724,ATP6V0E1,,4086,4086
2725,CREBRF,,10903,10903
2726,BNIP1,,4087,4087
2727,NKX2-5,,14402,14402
2728,STC2,,4088,4088
2729,BOD1,,8442,8442
2730,CPEB4,,4089,4089
2731,SFXN1,,10905,10905
2732,THOC3,,677,677
2733,KIAA1191,,5072,5072
2734,NOP16,,621,621
2735,HIGD2A,,8464,8464
2736,CLTB,,13238,13238
2737,FAF2,,4011,4011
2738,TSPAN17,,620,620
2739,UIMC1,,1676,1676
2740,ZNF346,,4092,4092
2741,NSD1,,11182,11182
2742,MXD3,,17025,17025
2743,PRELID1,,12022,12022
2744,LMAN2,,12019,12019
2745,F12,,6184,6184
2746,GRK6,,16174,16174
2747,PRR7,,6185,6185
2748,DBN1,,4091,4091
2749,PDLIM7,,15888,15888
2750,DDX41,,14431,14431
2751,TMED9,,14731,14731
2752,B4GALT7,,453,453
2753,RMND5B,,8441,8441
2754,NHP2,,8440,8440
2755,HNRNPAB,,16018,16018
2756,PHYKPL,,13217,13217
2757,CLK4,,4018,4018
2758,RUFY1,,13446,13446
2759,HNRNPH1,,18701,-1
2760,CANX,,5675,5675
2761,MAML1,,10157,10157
2762,MGAT4B,,10156,10156
2763,SQSTM1,,10155,10155
2764,MRNIP,,10154,10154
2765,TBC1D9B,,15965,15965
2766,RNF130,,4023,4023
2767,MAPK9,,667,667
2768,CNOT6,,4028,4028
2769,MGAT1,,6213,6213
2770,HEIH,,18702,-1
2771,ZFP62,,15831,15831
2772,TRIM7,,8462,8462
2773,TRIM41,,8463,8463
2774,RACK1,,16693,16693
2775,TRIM52,,14523,14523
2776,TRIM52-AS1,,18704,-1
2777,DUSP22,,3960,3960
2778,EXOC2,,3961,3961
2779,GMDS,,3964,3964
2780,WRNIP1,,5351,5351
2781,SERPINB6,,5357,5357
2782,NQO2,,5361,5361
2783,RIPK1,,7167,7167
2784,BPHL,,7166,7166
2785,TUBB2A,,7162,7162
2786,PSMG4,,14037,14037
2787,PXDC1,,11967,11967
2788,PRPF4B,,3968,3968
2789,ECI2,,16339,16339
2790,CDYL,,9239,9239
2791,RPP40,,5392,5392
2792,LYRM4,,17115,17115
2793,FARS2,,8450,8450
2794,RREB1,,5387,5387
2795,SSR1,,5388,5388
2796,RIOK1,,5389,5389
2797,DSP,,2002,2002
2798,SNRNP48,,11877,11877
2799,TXNDC5,,17612,17612
2800,BLOC1S5,,15449,15449
2801,EEF1E1,,5396,5396
2802,SLC35B3,,5391,5391
2803,TFAP2A,,7149,7149
2804,GCNT2,,3839,3839
2805,PAK1IP1,,3838,3838
2806,TMEM14C,,3837,3837
2807,TMEM14B,,7152,7152
2808,SMIM13,,17358,17358
2809,ADTRP,,3843,3843
2810,HIVEP1,,18706,-1
2811,EDN1,,1381,1381
2812,TBC1D7,,8449,8449
2813,GFOD1,,8451,8451
2814,NOL7,,17379,17379
2815,RANBP9,,240,240
2816,MCUR1,,660,660
2817,JARID2,,196,196
2818,DTNBP1,,608,608
2819,GMPR,,7147,7147
2820,ATXN1,,5393,5393
2821,RBM24,,3886,3886
2822,CAP2,,3887,3887
2823,FAM8A1,,7184,7184
2824,NUP153,,5394,5394
2825,KIF13A,,7144,7144
2826,TPMT,,7177,7177
2827,DEK,,5395,5395
2828,RNF144B,,7179,7179
2829,E2F3,,3899,3899
2830,CDKAL1,,8452,8452
2831,SOX4,,5383,5383
2832,MRS2,,5350,5350
2833,TDP2,,3831,3831
2834,ACOT13,,3912,3912
2835,C6orf62,,3914,3914
2836,GMNN,,3916,3916
2837,CARMIL1,,1430,1430
2838,TRIM38,,3923,3923
2839,HIST1H1C,,15329,15329
2840,HIST1H4C,,15924,15924
2841,HIST1H2AC,,14006,14006
2842,HIST1H1E,,11816,11816
2843,HIST1H1D,,5359,5359
2844,BTN3A2,,15084,15084
2845,BTN2A2,,5348,5348
2846,BTN2A1,,3972,3972
2847,HMGN4,,14374,14374
2848,ABT1,,8472,8472
2849,ZNF322,,14105,14105
2850,HIST1H2AH,,18281,18281
2851,HIST1H1B,,14644,14644
2852,ZSCAN16-AS1,,18715,-1
2853,ZKSCAN8,,16235,16235
2854,ZSCAN26,,15925,15925
2855,PGBD1,,7175,7175
2856,TRIM27,,16718,16718
2857,HLA-A,,19225,-1
2858,ZNRD1,,942,942
2859,PPP1R11,,16691,16691
2860,TRIM26,,17518,17518
2861,HCG18,,18716,-1
2862,RPP21,,17679,17679
2863,HLA-E,,18717,-1
2864,GNL1,,16680,16680
2865,PRR3,,16677,16677
2866,ABCF1,,16676,16676
2867,PPP1R10,,16673,16673
2868,MRPS18B,,18718,-1
2869,C6orf136,,16672,16672
2870,DHX16,,16671,16671
2871,PPP1R18,,8473,8473
2872,NRM,,7180,7180
2873,MDC1,,7174,7174
2874,TUBB,,15697,15697
2875,FLOT1,,7172,7172
2876,IER3,,7173,7173
2877,DDR1,,16678,16678
2878,GTF2H4,,17070,17070
2879,CCHCR1,,16664,16664
2880,TCF19,,7171,7171
2881,HLA-C,,18719,-1
2882,HLA-B,,19147,-1
2883,MICA,,16660,16660
2884,DDX39B,,16293,16293
2885,NFKBIL1,,16651,16651
2886,PRRC2A,,16643,16643
2887,BAG6,,16642,16642
2888,C6orf47,,16637,16637
2889,GPANK1,,16636,16636
2890,CSNK2B,,16635,16635
2891,ABHD16A,,16633,16633
2892,DDAH2,,17066,17066
2893,CLIC1,,17065,17065
2894,VARS,,16624,16624
2895,LSM2,,16623,16623
2896,HSPA1A,,16621,16621
2897,HSPA1B,,16620,16620
2898,SNHG32,,16619,16619
2899,NEU1,,16618,16618
2900,EHMT2,,16615,16615
2901,NELFE,,16611,16611
2902,SKIV2L,,16609,16609
2903,STK19,,16605,16605
2904,ATF6B,,17061,17061
2905,AGPAT1,,16598,16598
2906,RNF5,,16597,16597
2907,PBX2,,16595,16595
2908,TAP2,,16586,16586
2909,PSMB8,,16585,16585
2910,PSMB9,,17641,17641
2911,TAP1,,11835,11835
2912,BRD2,,16583,16583
2913,RXRB,,16579,16579
2914,SLC39A7,,3935,3935
2915,RING1,,16577,16577
2916,VPS52,,17341,17341
2917,RPS18,,18720,-1
2918,WDR46,,17404,17404
2919,PFDN6,,16576,16576
2920,RGL2,,17595,17595
2921,TAPBP,,17479,17479
2922,DAXX,,16573,16573
2923,KIFC1,,17601,17601
2924,PHF1,,3939,3939
2925,CUTA,,3940,3940
2926,BAK1,,471,471
2927,ITPR3,,2000,2000
2928,UQCC2,,7169,7169
2929,LEMD2,,10225,10225
2930,HMGA1,,7170,7170
2931,SMIM29,,15105,15105
2932,NUDT3,,18226,18226
2933,RPS10,,18721,-1
2934,ILRUN,,15866,15866
2935,SNRPC,,5354,5354
2936,UHRF1BP1,,884,884
2937,TAF11,,878,878
2938,ANKS1A,,879,879
2939,PPARD,,3861,3861
2940,RPL10A,,18722,-1
2941,TEAD3,,187,187
2942,FKBP5,,1990,1990
2943,SRPK1,,1991,1991
2944,MAPK14,,3866,3866
2945,BRPF3,,1992,1992
2946,KCTD20,,3868,3868
2947,STK38,,3869,3869
2948,SRSF3,,3870,3870
2949,CDKN1A,,5382,5382
2950,PPIL1,,7142,7142
2951,C6orf89,,16317,16317
2952,MTCH1,,7181,7181
2953,PIM1,,7146,7146
2954,RNF8,,3875,3875
2955,CMTR1,,7148,7148
2956,CCDC167,,16452,16452
2957,ZFAND3,,9617,9617
2958,GLO1,,5384,5384
2959,SAYSD1,,3883,3883
2960,OARD1,,5362,5362
2961,FOXP4,,7141,7141
2962,TOMM6,,17169,17169
2963,BYSL,,3949,3949
2964,CCND3,,3948,3948
2965,TAF8,,7183,7183
2966,MRPS10,,18723,-1
2967,TRERF1,,5346,5346
2968,UBR2,,427,427
2969,TBCC,,5370,5370
2970,RPL7L1,,18724,-1
2971,C6orf226,,17277,17277
2972,CNPY3,,7140,7140
2973,PEX6,,5360,5360
2974,PPP2R5D,,3955,3955
2975,MEA1,,5379,5379
2976,KLHDC3,,5375,5375
2977,RRP36,,5352,5352
2978,MRPL2,,18725,-1
2979,PTK7,,3956,3956
2980,SRF,,3957,3957
2981,DNPH1,,3959,3959
2982,ZNF318,,12502,12502
2983,TJAP1,,7155,7155
2984,POLR1C,,12497,12497
2985,YIPF3,,7151,7151
2986,XPO5,,5358,5358
2987,POLH,,12335,12335
2988,GTPBP2,,12718,12718
2989,MAD2L1BP,,5373,5373
2990,MRPS18A,,18727,-1
2991,VEGFA,,3967,3967
2992,MRPL14,,18728,-1
2993,TMEM63B,,7153,7153
2994,SLC29A1,,3970,3970
2995,HSP90AB1,,1997,1997
2996,SLC35B2,,9725,9725
2997,AARS2,,5364,5364
2998,CDC5L,,1999,1999
2999,SUPT3H,,15712,15712
3000,RUNX2,,5398,5398
3001,CD2AP,,16183,16183
3002,MMUT,,8469,8469
3003,CENPQ,,477,477
3004,MCM3,,3874,3874
3005,EFHC1,,1995,1995
3006,TRAM2,,891,891
3007,TRAM2-AS1,,19226,-1
